,상호명,상권업종소분류코드,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,위도,경도
11313,컬투치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사2동,암사동,서울특별시 강동구 상암로 12,37.5509105862575,127.125103229069
11314,더코너치킨,Q05A08,후라이드/양념치킨,서울특별시,종로구,평창동,평창동,서울특별시 종로구 평창문화로 98,37.6070721935304,126.971898791549
11407,파파이스가양이마트,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양3동,가양동,서울특별시 강서구 양천로 559,37.5581809080942,126.861799100259
11444,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,응봉동,응봉동,서울특별시 성동구 독서당로62길 43,37.551890362779396,127.033510915987
11684,치킨파네,Q05A08,후라이드/양념치킨,서울특별시,은평구,구산동,구산동,서울특별시 은평구 갈현로 156,37.611801242225205,126.911463920965
11756,BBQ치킨상도점,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도4동,상도동,서울특별시 동작구 양녕로 184,37.4976237026923,126.943443263714
11877,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,상암동,상암동,서울특별시 마포구 성암로15길 35,37.5773859805301,126.89638722600901
11888,본스치킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로4동,구로동,서울특별시 구로구 도림천로 338,37.4947993335319,126.89378136642799
11897,새누,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로4동,구로동,서울특별시 구로구 도림천로 344,37.4940615309554,126.89389402613001
12059,삼통치킨고대이공대점,Q05A08,후라이드/양념치킨,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 인촌로24길 60,37.583446629885,127.02932147952
12088,꿀닭신정갈산점,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정7동,신정동,서울특별시 양천구 목동남로4길 2,37.5083164825636,126.86450213273999
12156,넘버원플러스치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 연서로29길 20-11,37.6197501149264,126.91851839870701
12239,해야호프.치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관4로 100,37.649797276124794,126.9331319283
12282,굽네치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 안암로 40,37.5805512648278,127.026766390276
12373,우진닭집,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산3동,독산동,서울특별시 금천구 시흥대로148길 43,37.4751605992847,126.90097869284901
12523,네네치킨상암점,Q05A08,후라이드/양념치킨,서울특별시,마포구,상암동,상암동,서울특별시 마포구 월드컵북로47길 46,37.574899627438796,126.89067297012699
12566,베리웰치킨계동점,Q05A08,후라이드/양념치킨,서울특별시,종로구,가회동,계동,서울특별시 종로구 계동길 17,37.5780955930624,126.98657355834801
12577,누나홀닭,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 경인로 572,37.5032935790738,126.88106808304701
12588,멕시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 학동로4길 45,37.5085281387016,127.024297690922
12613,수제치킨花,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 도곡로64길 25,37.504791137740504,127.080762198969
12899,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창4동,창동,서울특별시 도봉구 덕릉로 398,37.6457665444039,127.053112066808
12936,치킨마루북가좌서부점,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 응암로1길 18,37.581813314531495,126.91031565152001
12989,페리카나홍은2점,Q05A08,후라이드/양념치킨,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은중앙로 110-2,37.6002291898931,126.948924606192
13028,숯불바베큐,Q05A08,후라이드/양념치킨,서울특별시,관악구,낙성대동,봉천동,서울특별시 관악구 관악로 156,37.479117279717705,126.95268113543699
13032,땡큐맘치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,옥수동,옥수동,서울특별시 성동구 매봉길 17,37.546470642056896,127.014444540233
13040,이뉴,Q05A08,후라이드/양념치킨,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 방배로28길 89,37.4916839246199,126.996981124481
13156,모니치킨호프,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥대로52길 70,37.454334923916996,126.901690399808
13165,호치킨하우스,Q05A08,후라이드/양념치킨,서울특별시,송파구,가락2동,가락동,서울특별시 송파구 동남로18길 29,37.493917092321,127.133447131255
13293,코리엔탈깻잎치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,중화1동,중화동,서울특별시 중랑구 봉화산로21길 11,37.602167056337706,127.081841705712
13342,깜닭이야치킨공릉본점,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉로34길 19,37.62284170067429,127.08013747156001
13370,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 29,37.5369542342159,127.09651432574199
13387,변사또치킨호프,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 연서로 329,37.6246596897704,126.92828027370199
13390,굽는치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 82-2,37.5275095801546,126.96665611265301
13439,KFC대림동점,Q05A08,후라이드/양념치킨,서울특별시,동작구,신대방1동,신대방동,서울특별시 동작구 시흥대로 664-1,37.4908365410653,126.908506386054
13460,권석영의미스터짱닭치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 29,37.5369542342159,127.09651432574199
13547,치킨파트너,Q05A08,후라이드/양념치킨,서울특별시,종로구,창신2동,창신동,서울특별시 종로구 창신9길 4-5,37.576579327560104,127.009632595735
13566,컬투치킨합정사랑점,Q05A08,후라이드/양념치킨,서울특별시,마포구,합정동,합정동,서울특별시 마포구 성지1길 6,37.548191222155,126.91374766697099
13574,굽네치킨번동점,Q05A08,후라이드/양념치킨,서울특별시,강북구,번2동,번동,서울특별시 강북구 오현로31길 75,37.63147921353271,127.03679763869499
13719,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 겸재로 185,37.588672783761204,127.08808796317
13725,닭익는마을,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로 1370,37.6509090182706,127.06182942684799
13727,후다닭파닭,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로26길 7-2,37.5599716738567,127.08540447388901
13770,닭&DUCK푸드,Q05A08,후라이드/양념치킨,서울특별시,동대문구,답십리1동,답십리동,서울특별시 동대문구 전농로 57-1,37.570118841479704,127.05694592478201
13850,삼통치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로43길 48,37.5527022617099,127.09033724407401
14052,국민치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 두산로 70,37.4689563671665,126.895609328207
14073,홍대치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,동교동,서울특별시 마포구 어울마당로 145,37.55659149807621,126.92584920232599
14132,닭익는마을,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로1길 42,37.5011178128053,127.02713108529
14218,후레쉬후라이드치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 동일로198길 32,37.6290333617792,127.073422286288
14317,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,문래동,문래동4가,서울특별시 영등포구 도림로143길 30,37.513513618884396,126.889896829842
14432,페리카나암사2점,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 상암로 43,37.54987187192079,127.128419989932
14602,멕시칸치킨월곡치킨나라점,Q05A08,후라이드/양념치킨,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 종암로36나길 4-4,37.606112092409205,127.034236805539
14609,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도1동,상도1동,서울특별시 동작구 상도로 283,37.502310740455606,126.948670227049
14654,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로207길 17,37.642728054098704,127.06415324201001
14783,윙글치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로73길 30,37.500089998145704,127.024871193861
14993,멕시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 서해안로30길 13-8,37.493155668451,126.84444448001899
15025,더화덕,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로2길 16,37.503547385215505,127.02564055577601
15030,림스치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실3동,잠실동,서울특별시 송파구 송파대로 567,37.5131306848918,127.093034822493
15392,씬더치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,면목5동,면목동,서울특별시 중랑구 겸재로 100,37.5862855817495,127.07887778999901
15472,피닉스치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,마천2동,마천동,서울특별시 송파구 마천로 233,37.5000923062198,127.143735440222
15557,더후라이팬,Q05A08,후라이드/양념치킨,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로 132,37.6019072022586,127.03349841647801
15717,KFC,Q05A08,후라이드/양념치킨,서울특별시,송파구,가락2동,가락동,서울특별시 송파구 오금로 404,37.4975875270778,127.135101114806
15736,THE치킨촌,Q05A08,후라이드/양념치킨,서울특별시,서초구,반포1동,반포동,서울특별시 서초구 신반포로 326-10,37.510045862619,127.019334990766
15750,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로51길 14,37.4950926972588,127.01444158201201
15798,간단하지만특별한화피디Cafe,Q05A08,후라이드/양념치킨,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 회기로31가길 14,37.5905277439097,127.05810387500401
15856,강정의달인,Q05A08,후라이드/양념치킨,서울특별시,성동구,금호2.3가동,금호동2가,서울특별시 성동구 무수막길 94,37.5540685266481,127.02010521548999
15901,맥켄치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 선릉로10길 4-6,37.4828653727214,127.060904379376
16010,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 611,37.51471467511929,127.059385563017
16112,지코바양념치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 모래내로 5,37.564298800541295,126.903677448796
16141,부어치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로49길 19,37.564488290319204,127.08222511277599
16235,코리안숯불닭바베큐,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로 1279,37.6430601458511,127.063990438068
16257,멕시카나치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양3동,가양동,서울특별시 강서구 양천로 551-17,37.5591005416689,126.860924916169
16304,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로7길 66,37.5294101193575,126.84410034740299
16322,오후반치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 금하로 620,37.454328902831605,126.900074219891
16497,치코파닭,Q05A08,후라이드/양념치킨,서울특별시,관악구,삼성동,신림동,서울특별시 관악구 호암로 511,37.463330438942705,126.931502972314
16610,이모네치킨호프,Q05A08,후라이드/양념치킨,서울특별시,영등포구,당산1동,당산동2가,서울특별시 영등포구 영등포로 97,37.5221414810229,126.892337007092
16663,코리엔탈깻잎칩킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,고척1동,고척동,서울특별시 구로구 고척로52길 67,37.5020725381987,126.85612571736
